transfer_id,total_time,read_wait_time,read_proc_time,read_throughput,read_throughput_pb,read_load,deser_wait_time,deser_proc_time,deser_throughput,deser_throughput_pb,deser_load,comp_wait_time,comp_proc_time,comp_throughput,comp_throughput_pb,comp_load,send_wait_time,send_proc_time,send_throughput,send_throughput_pb,send_load
1728246093077399727,45303,5063.00,26695.00,232.54,276.64,35.69,690.00,39678.33,234.02,79.31,68.64,41538.00,149.00,226.44,63355.70,68.64,12187.00,29508.00,226.41,319.88,19.67
1728246175512082757,19207,4907.00,6114.00,670.02,1207.88,39.69,116.00,13949.00,671.27,338.38,85.62,15114.00,52.00,622.40,181538.46,85.62,10956.00,4215.00,622.27,2239.15,0.00
1728246632891927864,14163,3158.00,4042.00,1025.55,1827.07,46.09,127.50,8899.00,1045.99,530.43,79.73,10093.00,34.00,932.07,277647.06,79.73,7436.00,2692.00,931.97,3506.32,0.00
1728246659410551043,16189,3356.00,5075.00,875.83,1455.17,48.69,57.50,11303.50,831.21,417.57,76.54,12417.00,43.00,757.56,219534.88,76.54,8717.00,3747.00,757.42,2519.08,0.15
1728246683019606232,18189,4859.00,5716.00,698.28,1291.99,42.33,306.50,13226.50,697.69,356.87,83.33,14705.00,51.00,639.70,185098.04,83.33,10649.00,4110.00,639.63,2296.59,0.07
1728246991471965234,67183,2772.00,53010.00,169.23,178.08,121.02,44388.00,11397.00,169.23,828.29,0.03,62844.00,44.00,150.11,214545.45,0.03,98500.00,4818.00,146.64,1932.96,5.61
1728247077204827429,32191,19401.56,5910.78,371.18,180.68,54.34,4535.00,22816.00,345.21,413.74,69.00,28401.00,64.00,331.62,147500.00,69.00,24288.00,4182.00,331.55,2256.81,0.00
1728247296249588103,31214,18252.12,6393.25,381.19,193.37,62.89,4432.00,22247.00,353.92,424.33,62.25,27715.00,59.00,339.87,160000.00,62.25,23710.00,4066.00,339.83,2321.45,0.00
1728247337072461917,33196,14544.00,12135.00,352.47,138.22,121.37,13285.50,16306.50,333.11,289.50,0.60,29419.00,65.00,320.20,145246.15,0.60,24521.00,4973.00,320.12,1898.05,0.03
1728247383914707145,32193,14262.71,11494.14,365.07,139.54,120.90,12148.50,16638.00,343.70,283.72,1.10,28549.00,69.00,329.89,136826.09,1.10,23876.00,4747.00,329.82,1988.41,0.03
1728247651754717022,29199,13956.43,8423.14,420.03,181.00,121.81,11842.00,13523.50,391.73,349.06,0.92,25179.00,58.00,374.08,162775.86,0.92,21192.00,4050.00,374.00,2330.62,0.12
1728250273501570056,32195,18918.44,6342.56,371.87,171.99,66.93,4727.00,22626.00,345.17,417.22,56.24,28363.00,62.00,332.09,152258.06,56.24,24211.00,4219.00,332.02,2237.02,0.07
1728255233750859399,26681,5940.00,13438.00,381.10,549.56,82.78,11736.00,9922.00,436.25,951.42,0.00,22734.00,59.00,414.14,160000.00,0.00,25708.00,10087.00,405.12,923.27,43.83
1728255611452369440,45080,4672.00,3767.00,875.00,1960.45,75.48,43.00,11854.00,793.74,796.36,51.71,20303.00,56.00,463.68,168571.43,51.71,17514.00,2845.00,463.63,3317.75,0.00
1728255712170302038,13211,985.00,5951.00,1064.58,1240.97,28.10,236.33,8220.67,1117.16,382.83,81.20,9645.00,38.00,974.90,248421.05,81.20,11758.00,5100.00,950.86,1828.63,15.20
1728255778733296995,14199,1947.00,4689.00,1112.70,1574.96,51.18,386.33,8347.00,1082.30,377.94,73.73,10175.00,42.00,923.86,224761.90,73.73,6824.00,3402.00,923.67,2774.54,0.27
1728255902529990717,10214,4727.00,1534.00,536.82,2191.00,18.57,1728255910328.67,2307.00,526.79,476.85,13.14,6718.00,6.00,490.78,550000.00,13.14,3207.00,6057.00,476.14,535.41,60.29
1728255992696068014,45214,38954.00,891.00,84.35,3772.17,3.07,1728256035230.00,2795.00,82.82,1180.68,0.12,40252.00,12.00,81.96,275000.00,0.12,29036.00,40472.00,78.69,79.91,79.62
1728256044357924774,15158,9230.00,1597.00,310.40,2104.57,10.67,1728256053379.00,5674.00,299.02,581.60,78.42,11449.00,19.00,287.73,173684.21,78.42,10055.00,1414.00,287.64,2333.10,0.00
1728256130643438642,11193,5604.00,1099.00,501.42,3058.23,16.00,1728256137659.00,3492.00,483.52,945.02,74.88,7239.00,12.00,455.11,275000.00,74.88,6337.00,914.00,454.91,3609.41,0.00
1728256185192244704,11218,6076.00,1203.00,461.68,2793.85,16.00,1728256192553.00,3855.00,440.23,856.03,77.88,7904.00,13.00,416.82,253846.15,77.88,6933.00,986.00,416.65,3345.84,0.00
1728256304540518180,11181,6050.00,1192.00,464.03,2819.63,16.00,1728256311816.00,3794.00,447.88,869.79,79.00,7791.00,14.00,422.81,235714.29,79.00,6824.00,981.00,422.68,3362.90,0.00
1728256492487690269,11178,5837.00,1165.00,480.01,2884.98,16.00,1728256499688.00,3719.00,455.17,887.34,75.00,7672.00,13.00,429.41,253846.15,75.00,6706.00,980.00,429.22,3366.33,0.00
1728256618571014472,13182,7591.00,322.00,151.25,3717.39,12.90,6495.00,2244.00,148.42,577.99,0.10,8901.00,4.00,145.65,324250.00,0.10,66779.00,9510.00,117.78,123.03,112.80
1728256639927260338,5184,853.00,481.00,896.63,2488.57,64.00,23.33,1539.33,830.93,281.62,55.00,1744.00,2.00,743.41,649000.00,55.00,2323.00,1137.00,691.97,1098.50,7.00
1728256797238781042,14190,6165.00,690.00,329.54,3273.91,11.82,7084.00,2718.00,317.31,1144.22,0.00,10104.00,11.00,307.46,282727.27,0.00,28780.00,10106.00,282.57,295.07,115.00
1728256817335992058,6203,82.00,1942.00,1116.11,1163.23,47.00,252.25,2246.75,1246.53,347.16,17.67,2846.00,13.00,1087.76,239307.69,17.67,627.00,2347.00,1077.03,1316.57,59.33
1728256845279019965,11201,5554.00,1118.00,503.67,3006.26,16.12,1728256852355.00,3527.00,479.58,935.64,75.38,7299.00,12.00,451.37,275000.00,75.38,6359.00,953.00,451.18,3461.70,0.00
1728256875716292136,6209,1408.00,644.00,583.33,1858.70,43.33,30.33,2430.33,529.48,179.08,77.67,2794.00,4.00,463.74,324500.00,77.67,1251.00,1550.00,463.38,836.77,4.33
1728256914947091724,13202,856.00,5618.00,1140.54,1314.52,33.30,158.67,7744.33,1195.31,406.36,47.90,9093.00,38.00,1033.84,248421.05,47.90,3720.00,6456.00,1023.77,1454.15,42.80
1728384927776336145,12215,902.00,4802.00,1294.71,1537.90,55.11,158.00,7047.33,1311.49,446.54,66.11,8389.00,35.00,1120.61,269714.29,66.11,4459.00,3966.00,1120.36,2379.98,3.67
1728393353261307329,14215,589.00,6482.00,1044.26,1139.31,64.64,1044.75,7499.75,1107.54,314.71,6.27,9980.00,71.00,939.31,132971.83,6.27,1648.00,8416.00,938.53,1121.20,52.55
1728393377217310813,16254,817.00,7406.00,897.98,997.16,51.46,1404.75,9655.50,854.69,244.49,9.15,12644.00,67.00,742.74,140910.45,9.15,1923.00,10792.00,742.61,874.72,62.85
1728393522806448054,48206,30224.00,2829.00,223.43,2610.46,5.80,33611.00,9538.00,218.80,989.73,0.07,44330.00,25.00,212.82,377600.00,0.07,41462.00,43610.00,207.07,213.53,120.84
1728393577939867883,19197,4895.00,5734.00,694.80,1287.93,18.50,1006.00,12841.00,681.89,367.57,34.69,15123.00,38.00,622.65,248421.05,34.69,7647.00,11655.00,613.38,803.26,72.06
1728393630244357105,49212,30584.00,2842.00,220.94,2598.52,5.70,34070.00,9611.00,216.13,982.21,0.02,44843.00,25.00,210.39,377600.00,0.02,41103.00,44148.00,204.69,210.95,120.50
1728393685895514051,17207,2543.00,7232.00,755.42,1021.16,28.36,458.33,11820.67,769.25,266.61,73.57,13724.00,40.00,685.85,236000.00,73.57,6102.00,7666.00,685.72,1231.28,22.57
1728394485772528410,13201,1566.00,4777.00,1164.28,1545.95,36.60,591.67,8002.00,1099.06,394.27,73.30,9901.00,32.00,950.27,295000.00,73.30,5496.00,4448.00,950.17,2122.08,15.00
1728394540681727678,12203,1423.00,4708.00,1204.34,1568.61,43.56,274.00,7225.00,1260.43,436.15,76.56,8815.00,35.00,1066.67,269714.29,76.56,4913.00,3938.00,1066.55,2396.90,4.67
1728396552664594619,49219,30901.00,2991.00,217.89,2469.07,5.61,34407.00,9717.00,213.96,971.49,0.02,45280.00,25.00,208.37,377600.00,0.02,40920.00,44713.00,202.81,208.28,121.07
1728396669496663142,18178,5125.00,4253.00,787.48,1736.42,19.67,2669.00,10227.00,732.24,461.66,1.00,14213.00,28.00,662.87,337142.86,1.00,4540.00,13126.00,653.74,714.31,104.73
1728397668981957847,52204,32503.00,3064.00,207.64,2410.25,5.27,35980.00,10355.00,203.75,911.64,0.06,32626.00,14922.00,198.54,632.62,0.06,42052.00,46742.00,193.31,199.24,119.14
1728397728586799872,21187,6560.00,5936.00,590.94,1244.10,14.22,2096.50,13912.00,589.82,339.28,8.67,17216.00,36.00,547.18,262222.22,8.67,11826.00,16201.00,534.96,575.64,102.50
1728398305085854744,17189,5205.00,3887.00,812.16,1899.92,18.29,3487.00,9012.00,755.38,523.78,0.00,13686.00,19.50,688.80,242211.84,0.00,14248.00,12707.00,669.13,733.06,107.21
1728398411945333799,19198,5575.00,4804.00,711.46,1537.26,17.31,2862.00,11141.50,674.24,423.66,3.88,15199.00,29.00,619.91,325517.24,3.88,17375.00,14272.00,601.20,652.68,104.62
1728398474681081727,19180,5705.00,5024.00,688.32,1469.94,17.19,2857.50,11545.50,655.56,408.82,2.12,15655.00,30.00,601.81,314666.67,2.12,10182.00,14594.00,588.83,639.78,106.19
1728400467078931790,18195,5465.00,4192.00,764.73,1761.69,17.13,6842.00,6496.33,707.81,484.39,0.07,14502.25,13.50,650.79,195326.03,0.07,16468.00,13557.00,632.41,687.17,108.47
1728400527895453137,19188,6128.00,4803.00,675.60,1537.58,16.00,7422.00,7203.67,645.51,436.82,0.00,15776.25,13.50,598.38,190850.36,0.00,16241.00,14825.00,582.36,628.13,109.56
1728401390259673275,19204,5329.00,4594.00,744.23,1607.53,20.25,2966.00,10757.50,688.03,438.79,6.50,15022.00,29.00,627.16,325517.24,6.50,9434.00,13924.00,613.96,670.71,98.75
1728401682040479204,18238,5224.00,4021.00,798.72,1836.61,17.47,3566.50,9200.50,739.58,513.06,0.07,13973.00,27.00,674.29,349629.63,0.07,13471.00,12964.00,656.13,718.68,108.40
1728401738747853721,19198,5718.00,4704.00,708.53,1569.94,16.06,6954.67,7058.00,673.81,445.87,0.00,15186.50,16.75,621.75,166132.26,0.00,14722.00,14218.00,605.28,655.09,109.25
1728401863844120720,18255,1948.00,8090.00,735.70,912.86,21.00,1420.67,11563.33,727.65,272.24,16.47,3714.50,10470.00,665.54,225.43,16.47,8370.00,13043.00,652.97,716.40,78.20
1728402268323696558,17221,2102.00,7984.00,732.20,924.97,30.14,1366.00,11224.67,750.93,280.46,23.79,3665.25,10216.00,680.14,231.10,23.79,2082.00,12583.00,676.32,748.07,59.07
1728402482520833313,51193,31956.00,2952.00,211.55,2501.69,5.35,35376.00,10146.00,207.40,930.42,0.08,46702.00,26.00,202.02,363076.92,0.08,43132.00,46139.00,196.59,201.82,120.27
1728402542304184142,53205,34062.00,2954.00,199.50,2500.00,5.36,37253.00,10617.00,197.22,889.14,0.16,33689.00,15400.00,192.30,612.99,0.16,45100.00,48279.00,187.18,192.88,120.92
1728402637587055057,20185,5355.00,6137.00,642.62,1203.36,21.35,676.50,14414.00,625.79,327.50,54.65,4977.00,11479.00,573.63,274.16,54.65,5378.00,12701.00,568.84,740.10,45.53
1728406143839939508,20204,5613.00,5846.00,644.42,1263.26,26.47,542.50,14370.50,633.21,328.93,79.18,5581.33,10675.00,580.68,294.82,79.18,9479.00,10180.00,573.88,921.02,14.71
1728407654058079003,53200,33393.00,3020.00,202.81,2445.36,5.28,36733.00,10620.00,199.37,888.89,0.14,33265.00,15274.00,194.48,618.04,0.14,42907.00,47734.00,189.33,195.12,119.18
1728407725295096122,54201,34594.00,3004.00,196.41,2458.39,5.04,38029.00,10867.00,193.08,868.69,0.06,24414.00,25682.00,188.43,367.57,0.06,43856.00,48911.00,183.52,190.41,118.73
1728407808868316184,21225,2590.00,9940.00,589.34,742.96,26.39,2868.33,13630.00,573.46,230.88,15.94,3081.00,14707.83,530.77,106.99,15.94,4233.00,16389.00,525.23,572.21,63.44
1728407936521337069,51208,32111.00,2914.00,210.85,2534.32,5.50,35512.00,10299.00,206.09,916.59,0.27,30417.00,16602.00,200.77,568.61,0.27,43907.00,46112.00,195.44,201.94,120.19
1728407995122680425,21211,5517.00,7176.00,581.82,1029.12,15.72,1064.00,15316.00,576.45,308.18,9.83,3164.33,14551.00,532.86,216.76,9.83,6347.00,16525.00,525.04,566.48,80.94
1728408033014745310,21199,5585.00,7095.00,582.37,1040.87,27.67,548.50,15665.00,582.34,301.33,60.00,4469.00,12952.00,541.85,243.14,60.00,13971.00,13211.00,530.78,706.15,30.11
1728408658648005846,26207,11833.00,4903.00,441.26,1506.22,11.26,5398.00,16075.00,439.83,587.25,2.65,22626.00,39.00,416.50,242051.28,2.65,20058.00,21663.00,405.66,429.86,111.96
1728409137530653761,17228,4318.00,5481.00,753.57,1347.38,19.93,360.00,12227.00,750.23,386.10,72.57,3847.33,9983.67,682.52,315.22,72.57,12439.00,9937.00,668.19,939.72,27.57
1728409313748557807,52209,32938.00,3013.00,205.41,2451.05,5.41,36429.00,10623.00,200.65,888.64,0.14,31376.00,16877.00,195.63,559.34,0.14,45056.00,47397.00,190.44,196.47,120.82
1728409374681746490,22204,6131.00,7580.00,538.62,974.27,35.79,481.50,17063.50,538.78,276.65,85.11,3768.67,15046.00,501.72,209.15,85.11,7618.00,11236.00,501.46,839.89,0.21
1728411297492323167,26184,11938.00,4671.00,444.64,1581.03,11.22,11824.00,9559.50,441.54,493.76,0.00,22597.67,13.67,417.57,232250.79,0.00,23027.00,21665.00,405.90,429.86,114.78
1728411605221320921,16186,3446.00,4911.00,883.58,1503.77,25.62,896.00,10546.00,825.68,447.75,60.31,4191.67,8708.67,731.78,361.52,60.31,6503.00,9611.00,722.05,976.28,34.15
1728411730740209627,26223,11816.00,4801.00,444.42,1538.22,11.52,5319.00,16052.00,441.89,588.09,1.57,22527.00,38.00,418.33,248421.05,1.57,19868.00,21565.00,407.50,431.86,113.13
1728412204941656261,20220,2331.00,8796.00,663.70,839.59,37.41,2621.67,12631.33,619.98,249.15,10.59,3130.67,13465.67,569.01,116.86,10.59,2328.00,14337.00,568.57,658.16,58.29
1728413558369035352,17265,2059.00,6592.00,853.66,1120.30,33.50,2248.67,9628.33,797.58,326.83,11.64,2854.33,10301.50,717.75,152.74,11.64,1446.00,11764.00,717.16,802.02,58.71
1728416838442627676,66191,3035.00,57923.00,154.86,162.97,120.19,48751.00,12209.00,154.86,773.20,0.00,32461.00,29564.00,152.19,319.31,0.00,97080.00,6553.00,148.65,1421.18,4.29
1728416908576879546,66214,2902.00,57764.00,155.60,163.42,119.46,48440.00,12229.00,155.61,771.94,0.02,43692.00,18055.00,152.88,522.85,0.02,95502.00,7909.00,149.29,1177.39,5.25
1728416978612803984,66184,2950.00,57572.00,155.97,163.97,118.38,48399.00,12126.00,155.97,778.49,0.02,41522.00,20078.00,153.25,470.17,0.02,94307.00,8005.00,149.68,1163.40,4.73
1728417047637178654,67206,3053.00,58717.00,152.82,160.77,119.20,49570.00,12203.00,152.82,773.58,0.00,42673.00,20158.00,150.24,468.30,0.00,98939.00,8020.00,146.68,1161.10,5.42
1728417118673527325,64186,2856.00,56322.00,159.52,167.61,120.36,47349.00,11832.00,159.52,797.84,0.02,60207.00,43.00,156.68,219534.88,0.02,86461.00,14897.00,152.97,625.09,6.21
1728417186565970614,55197,35116.00,3028.00,193.61,2438.90,5.15,38315.00,10857.00,191.99,869.49,0.33,24860.00,25530.00,187.34,369.76,0.33,42328.00,49084.00,182.57,189.78,115.27
1728417244530501095,54189,34035.00,3083.00,198.95,2395.39,5.20,37468.00,10820.00,195.51,872.46,0.06,33975.00,15520.00,190.72,608.25,0.06,42104.00,48706.00,185.80,191.21,119.14
1728417301503787180,53216,33839.00,2916.00,200.92,2532.58,5.16,36988.00,10346.00,199.45,912.43,0.22,31599.00,16964.00,194.39,556.47,0.22,42983.00,47687.00,189.32,195.27,119.30
1728417357529808567,53200,34246.00,3002.00,198.26,2460.03,5.22,37350.00,10591.00,196.92,891.32,0.04,32044.00,17090.00,192.12,552.37,0.04,42009.00,48309.00,187.18,192.78,121.14
1728417414385798999,51217,32608.00,3002.00,207.38,2460.03,5.33,35952.00,9977.00,205.56,946.18,0.04,47103.00,21.00,200.32,449523.81,0.04,43566.00,46553.00,194.93,200.03,121.35
1728417469519544702,66194,3059.00,58233.00,154.02,162.11,120.27,49142.00,12153.00,154.02,776.76,0.00,32794.00,29558.00,151.40,319.37,0.00,96835.00,6678.00,147.90,1394.58,4.03
1728417539511533887,65187,3010.00,57323.00,156.46,164.68,120.45,48378.00,11958.00,156.46,789.43,0.00,43614.00,17775.00,153.77,531.08,0.00,93251.00,8191.00,150.21,1136.98,5.42
1728417608452272703,65195,2952.00,57292.00,156.70,164.77,120.40,48316.00,11931.00,156.70,791.22,0.00,41299.00,20002.00,153.99,471.95,0.00,93452.00,8175.00,150.41,1139.20,5.08
1728417677625302801,66203,2996.00,58007.00,154.74,162.74,120.33,48907.00,12100.00,154.74,780.17,0.03,41941.00,20118.00,152.11,469.23,0.03,94646.00,8176.00,148.58,1139.07,5.98
1728417747650881588,65227,2887.00,56644.00,158.57,166.65,119.02,47856.00,11678.00,158.57,808.36,0.02,60555.00,44.00,155.78,214545.45,0.02,86858.00,15548.00,152.08,598.92,6.19
1728417815713128094,54212,35136.00,2999.00,193.65,2462.49,5.16,38375.00,10652.00,192.56,886.22,0.22,24708.00,25530.00,187.91,369.76,0.22,43384.00,48997.00,183.13,190.07,118.24
1728417873698221628,53205,33769.00,2926.00,201.25,2523.92,5.28,36770.00,10497.00,199.73,899.30,0.24,33323.00,15139.00,194.79,623.56,0.24,43189.00,47607.00,189.73,195.60,118.34
1728417929741937022,53207,33965.00,2965.00,199.97,2490.73,5.26,37199.00,10336.00,198.61,913.31,0.10,31780.00,16950.00,193.72,556.93,0.10,41880.00,47865.00,188.68,194.57,119.80
1728417986745306449,53219,34100.00,3051.00,198.78,2420.52,5.16,37315.00,10582.00,197.11,892.08,0.02,32159.00,16928.00,192.31,557.66,0.02,42826.00,48274.00,187.29,192.90,121.24
1728418043833152346,53229,33924.00,3026.00,199.86,2440.52,5.14,36796.00,10439.00,199.88,904.30,0.06,48412.00,21.00,194.90,449523.81,0.06,41963.00,47823.00,189.82,194.72,119.38
1728418100010164109,67225,3003.00,58836.00,152.65,160.45,119.52,49417.00,12425.00,152.65,759.76,0.00,32808.00,30106.00,150.04,313.56,0.00,100921.00,5040.00,146.56,1847.62,3.92
1728418171112709595,66229,2956.00,57801.00,155.37,163.32,119.59,48542.00,12218.00,155.37,772.63,0.00,43676.00,18142.00,152.70,520.34,0.00,96285.00,6092.00,149.17,1529.05,5.41
1728418241222236820,66210,2975.00,58081.00,154.61,162.53,120.43,48860.00,12199.00,154.61,773.83,0.00,41646.00,20468.00,151.98,461.21,0.00,96476.00,6182.00,148.47,1506.79,5.83
1728418311286611926,67212,3014.00,58450.00,153.58,161.51,118.55,49169.00,12298.00,153.58,767.60,0.00,42320.00,20210.00,150.97,467.10,0.00,97931.00,6223.00,147.46,1496.71,4.61
1728418381261748264,66220,3060.00,58048.00,154.48,162.62,120.73,48984.00,12127.00,154.48,778.43,0.00,62129.00,40.00,151.84,236000.00,0.00,94035.00,10208.00,148.27,912.23,6.06
1728418451338626957,55218,35225.00,2969.00,193.35,2487.37,5.29,38583.00,10637.00,191.80,887.47,0.17,24769.00,25651.00,187.23,368.02,0.17,44885.00,49102.00,182.39,189.65,115.56
1728418509309577330,53206,34384.00,2958.00,197.76,2496.62,5.16,37606.00,10456.00,196.43,902.83,0.20,33956.00,15310.00,191.61,616.59,0.20,43769.00,48437.00,186.59,192.25,120.72
1728418566317415091,53221,34498.00,2909.00,197.42,2538.67,5.32,37718.00,10459.00,195.96,902.57,0.04,32184.00,17172.00,191.26,549.73,0.04,41242.00,48484.00,186.36,192.13,120.90
1728418623222303201,54237,34647.00,2982.00,196.25,2476.53,5.10,37855.00,10664.00,194.57,885.22,0.25,32557.00,17141.00,189.94,550.73,0.25,43378.00,48845.00,185.03,190.66,119.75
1728418681159302536,53202,33553.00,2971.00,202.19,2485.70,5.16,36911.00,10268.00,200.11,919.36,0.14,48366.00,22.00,195.09,429090.91,0.14,43540.00,47803.00,189.91,194.80,119.00
1728418737222891171,66198,3046.00,58206.00,154.12,162.18,120.29,48922.00,12333.00,154.12,765.43,0.00,32412.00,29893.00,151.51,315.79,0.00,96669.00,6586.00,148.00,1414.06,4.00
1728418807169912100,65210,2859.00,56916.00,157.93,165.86,120.19,47836.00,11942.00,157.93,790.49,0.00,43007.00,17838.00,155.15,529.21,0.00,93848.00,7749.00,151.52,1201.70,5.61
1728418876286032555,65215,2898.00,57116.00,157.30,165.28,120.19,48017.00,12001.00,157.30,786.60,0.00,41117.00,19958.00,154.56,472.99,0.00,94239.00,7915.00,150.93,1176.50,5.94
1728418945312470796,66203,2939.00,57668.00,155.76,163.70,118.65,48453.00,12158.00,155.76,776.44,0.00,41593.00,20084.00,153.05,470.03,0.00,95379.00,7859.00,149.47,1184.88,4.97
1728419014359710234,64221,2809.00,56060.00,160.35,168.39,120.39,47050.00,11821.00,160.36,798.58,0.00,59881.00,41.00,157.54,230243.90,0.00,86064.00,14701.00,153.83,633.49,6.00
1728419082371893273,54188,34878.00,3014.00,194.90,2450.23,5.22,38190.00,10582.00,193.56,892.08,0.27,24696.00,25254.00,188.99,373.80,0.27,43442.00,48714.00,184.13,191.18,118.00
1728419140273412940,53226,33693.00,3050.00,200.99,2421.31,5.22,36916.00,10393.00,199.55,908.30,0.14,33513.00,14998.00,194.60,629.42,0.14,42074.00,47704.00,189.54,195.20,119.18
1728419196269837470,53219,33738.00,3029.00,200.86,2438.10,5.12,36948.00,10413.00,199.34,906.56,0.02,31662.00,16896.00,194.41,558.71,0.02,42126.00,47727.00,189.34,195.11,119.48
1728419252325268567,53206,34142.00,3066.00,198.48,2408.68,5.22,37341.00,10558.00,197.09,894.11,0.08,32220.00,16865.00,192.32,559.74,0.08,41728.00,48265.00,187.35,192.96,121.00
1728419309312561383,51233,32481.00,3014.00,208.05,2450.23,5.38,35627.00,10120.00,206.38,932.81,0.02,46908.00,20.00,201.15,472000.00,0.02,41841.00,46345.00,195.82,200.93,121.19
1728419364424495770,67225,3035.00,58797.00,152.67,160.55,119.25,49415.00,12421.00,152.67,760.00,0.00,32732.00,30174.00,150.07,312.85,0.00,99149.00,5021.00,146.60,1855.01,3.98
1728419435464866987,66180,2948.00,57850.00,155.27,163.18,120.02,48691.00,12110.00,155.27,779.52,0.02,43563.00,18297.00,152.60,515.93,0.02,97293.00,6075.00,149.04,1533.17,5.59
1728419505445698192,66198,2927.00,58300.00,154.18,161.92,120.48,49167.00,12063.00,154.18,782.56,0.00,42065.00,20227.00,151.54,466.70,0.00,98431.00,6073.00,148.02,1533.34,4.67
1728419575332528959,67247,3022.00,58532.00,153.36,161.28,118.50,49132.00,12425.00,153.36,759.76,0.03,42248.00,20367.00,150.76,463.49,0.03,100633.00,6151.00,147.21,1513.90,4.81
1728419645445086818,66189,2955.00,58268.00,154.19,162.01,120.68,49190.00,12036.00,154.19,784.31,0.00,62264.00,41.00,151.51,230243.90,0.00,94449.00,10080.00,147.95,923.81,6.05
1728419715493887676,55196,35178.00,3012.00,193.38,2451.86,5.15,38520.00,10678.00,191.89,884.06,0.19,24692.00,25724.00,187.24,366.97,0.19,44524.00,49123.00,182.44,189.56,115.96
1728419773471733287,53202,34377.00,2882.00,198.21,2562.46,5.22,37491.00,10515.00,196.66,897.77,0.08,33942.00,15254.00,191.88,618.85,0.08,42203.00,48360.00,186.94,192.60,121.10
1728419830485697386,54201,34474.00,2987.00,197.13,2472.38,5.20,37599.00,10592.00,195.91,891.24,0.20,32214.00,17200.00,191.04,548.84,0.20,45372.00,48511.00,186.04,191.96,118.33
1728419887422173483,54206,34950.00,2965.00,194.77,2490.73,5.22,38200.00,10620.00,193.38,888.89,0.29,32828.00,17183.00,188.76,549.38,0.29,42314.00,49128.00,183.90,189.61,120.84
1728419945330244942,52201,33576.00,2914.00,202.38,2534.32,5.27,36719.00,10369.00,200.49,910.41,0.16,48257.00,23.00,195.52,410434.78,0.16,42301.00,47701.00,190.39,195.24,121.24
1728425298268986688,19241,2546.00,8297.00,681.08,890.08,37.00,2394.33,11674.00,672.59,269.57,11.31,2883.67,12581.17,610.49,125.10,11.31,1941.00,13562.00,610.10,695.84,52.69
1728425331710057857,22241,3812.00,9657.00,548.30,764.73,24.37,2530.33,14885.33,542.58,211.42,6.53,2968.33,15861.50,501.39,99.20,6.53,1517.00,17351.00,501.12,543.89,72.47
1728425383216423677,50213,31087.00,2993.00,216.70,2467.42,5.45,34359.00,9952.00,213.06,948.55,0.04,45471.00,25.00,207.49,377600.00,0.04,41828.00,44911.00,201.89,207.34,119.09
1728425514100050345,50214,31090.00,2905.00,217.23,2542.17,5.53,34485.00,10022.00,212.13,941.93,0.02,45677.00,26.00,206.55,363076.92,0.02,41529.00,45101.00,201.06,206.49,119.87
1728425640504034461,16215,2662.00,5877.00,864.86,1256.59,36.08,2040.67,9154.00,847.08,343.86,8.46,2831.00,9727.33,751.81,161.77,8.46,1811.00,10812.00,751.03,872.73,63.85
1728504404659933058,22229,3779.00,8924.00,581.36,827.54,28.58,2147.67,14562.00,566.22,216.11,19.21,3009.33,15127.50,520.62,104.02,19.21,1548.00,16660.00,520.29,566.45,57.21
1728506303633302421,21210,2323.00,9298.00,635.43,794.26,36.39,2369.67,13275.00,604.11,237.11,8.56,3064.33,14035.50,552.26,112.11,8.56,1814.00,15323.00,551.84,615.87,60.94
1728506865149137656,20119,6625.00,6193.00,651.22,1347.86,16.24,6514.00,9038.67,623.41,349.15,4.94,6344.17,10079.50,576.48,156.55,4.94,9796.00,6629.00,576.47,1428.18,6.18
1728506917281429963,24138,8854.00,7845.00,499.87,1064.03,15.71,8114.67,11414.33,495.80,276.48,8.62,7684.50,12634.17,465.97,124.89,8.62,12059.00,8275.00,465.96,1144.10,7.00
1728507601049043067,56107,40820.00,3713.00,187.44,2248.12,1.55,39693.00,11459.00,185.49,826.21,1.38,51901.00,396.00,181.03,23907.83,1.38,2288.00,50009.00,181.03,189.32,11.79
1728507711265278453,55125,40575.00,3471.00,189.51,2404.86,1.54,39408.00,10859.00,188.63,871.86,2.35,51066.00,411.00,183.91,23035.28,2.35,5728.00,45822.00,183.90,206.60,10.87
1728507848455548634,55119,40964.00,3518.00,187.65,2372.73,1.65,39608.00,11077.00,187.08,854.70,1.35,51466.00,427.00,182.44,22172.13,1.35,6116.00,45805.00,182.43,206.69,11.87
1728507967218924686,22116,7618.00,6864.00,576.35,1216.10,11.26,7289.67,9986.00,560.57,316.03,4.74,7004.83,11110.33,522.63,142.02,4.74,11763.00,6356.00,522.60,1489.51,12.05
1728508091020390971,54111,39832.00,3432.00,192.94,2432.19,1.16,38762.00,10761.00,191.54,879.80,1.16,50268.00,390.00,186.89,24275.64,1.16,4166.00,46513.00,186.88,203.54,12.59
1728508160324038159,56162,41187.00,3701.00,185.96,2255.41,1.30,40030.00,11125.00,185.43,851.01,0.96,51962.00,367.00,180.92,25797.00,0.96,1456.00,50897.00,180.91,186.01,12.43
1728508284439271706,56128,41315.00,3737.00,185.28,2233.69,1.43,40061.00,11493.00,183.97,823.76,1.62,52388.00,341.00,179.55,27763.93,1.62,1451.00,51290.00,179.54,184.58,11.57
