transfer_id,total_time,read_wait_time,read_proc_time,read_throughput,read_throughput_pb,read_load,deser_wait_time,deser_proc_time,deser_throughput,deser_throughput_pb,deser_load,comp_wait_time,comp_proc_time,comp_throughput,comp_throughput_pb,comp_load,send_wait_time,send_proc_time,send_throughput,send_throughput_pb,send_load
1728508549755805351,54132,39591.00,3452.00,193.92,2418.10,1.33,38533.00,10743.00,192.52,881.27,2.35,50103.00,356.00,187.62,26594.10,2.35,2923.00,47548.00,187.62,199.11,10.98
1728508622032506970,23145,10284.00,5859.00,517.08,1424.69,3.30,3378.00,15402.00,507.75,614.69,4.50,19134.00,760.00,475.90,12457.24,4.50,7080.00,12814.00,475.89,738.84,6.40
1728509363048815908,20163,8086.00,5229.00,626.91,1596.34,2.53,5628.50,10184.50,602.22,464.80,0.06,16447.00,536.00,557.47,17663.25,0.06,1680.00,15305.00,557.46,618.57,15.06
1728510670952959165,58130,43243.00,3891.00,177.09,2145.28,0.95,42631.00,11134.00,176.23,850.32,0.85,25516.00,29459.00,172.21,321.38,0.85,19862.00,35119.00,172.21,269.58,8.93
1728510734225295551,57111,42272.00,3936.00,180.65,2120.75,1.07,42403.00,10243.00,180.08,924.29,1.81,40443.00,13382.00,175.89,707.48,1.81,9369.00,44457.00,175.89,212.95,10.33
1728510795380844268,58116,42517.00,3928.00,179.72,2125.07,1.25,42461.00,10407.00,179.32,909.72,1.11,40628.00,13416.00,175.18,705.69,1.11,9454.00,44622.00,175.17,212.17,10.89
1728510857299832407,57109,42478.00,3680.00,180.84,2268.28,1.04,41980.00,10729.00,179.87,882.42,0.85,35880.00,18004.00,175.70,525.86,0.85,6714.00,47185.00,175.69,200.64,11.28
1728511047334556268,19118,6225.00,6231.00,670.14,1339.64,8.19,1570.00,13287.00,644.79,356.27,14.25,7495.33,8446.67,593.83,373.62,14.25,8503.50,7439.50,593.83,636.30,2.50
1728513783656154623,21123,6912.00,6707.00,612.87,1244.56,8.61,1624.50,14353.50,598.92,329.80,13.78,7946.33,9111.33,555.05,346.37,13.78,9088.00,7973.00,555.03,593.72,1.83
1728513812323402058,23122,8225.00,7418.00,533.58,1125.27,6.95,1614.50,16358.00,532.08,289.39,14.45,8934.33,10115.67,496.97,311.98,14.45,10010.50,9045.50,496.95,523.33,2.65
1728513858890578574,22130,7791.00,7062.00,561.96,1182.00,6.21,1686.50,15602.50,553.51,303.40,15.53,8748.33,9629.67,515.13,327.72,15.53,10003.50,8375.50,515.12,565.20,3.53
1728513894346389132,26127,9820.00,7959.00,469.48,1048.79,10.83,3983.00,17120.50,455.94,276.50,10.43,8993.33,13036.33,429.75,121.04,10.43,8769.00,13263.00,429.75,713.83,4.22
1728513931224019232,24126,9585.00,7572.00,486.52,1102.39,10.67,3869.50,16142.00,480.68,293.26,10.43,8648.67,12298.33,451.97,128.31,10.43,8244.00,12705.00,451.95,745.17,3.95
1728513970556099345,23139,8195.00,7533.00,530.69,1108.10,8.10,1649.00,16479.00,527.66,287.26,15.45,8980.00,10239.33,492.62,308.21,15.45,10206.00,9018.50,492.61,524.90,1.55
1728514501418345335,21130,7331.00,6677.00,595.85,1250.15,6.78,1634.00,14759.00,582.90,320.74,16.83,5357.00,12147.00,540.88,259.80,16.83,9081.50,8423.50,540.87,561.98,1.78
1728514545308117753,22154,7856.00,7183.00,555.04,1162.09,8.16,1545.00,15842.00,550.08,298.81,15.21,8711.00,9792.67,511.66,322.27,15.21,9786.00,8721.00,511.64,542.83,1.37
1728514574627518940,23120,8747.00,7783.00,504.95,1072.50,8.65,1512.50,17125.50,512.66,276.42,15.15,9231.33,10498.00,479.85,300.62,15.15,11333.50,8400.50,479.85,563.53,1.35
1728514770310906322,54113,39404.00,3343.00,195.27,2496.94,0.98,38664.00,10289.00,193.66,920.16,2.51,49754.00,392.00,188.80,24151.79,2.51,6726.00,43494.00,188.78,217.66,11.35
1728515080689553696,16130,3317.00,6273.00,870.42,1330.67,9.54,2036.67,9449.33,836.01,333.98,6.77,11780.00,747.00,755.77,12674.07,6.77,6824.00,5703.00,755.71,1660.09,3.46
1728515219267255199,14143,2313.00,4940.00,1150.71,1689.73,16.36,3372.25,5733.75,1061.21,412.80,3.73,9459.00,671.00,934.51,14109.58,3.73,7654.00,2477.00,934.51,1911.08,4.45
1728515264643837772,15129,2711.00,5565.00,1008.61,1499.96,12.83,3730.75,6462.25,951.51,366.26,8.75,10399.00,756.00,848.65,12523.19,8.75,8363.00,2792.50,848.72,1695.30,4.42
1728515296120848400,17131,3498.00,6822.00,808.77,1223.58,11.14,4406.50,7927.50,786.95,298.57,9.14,12465.00,789.00,714.26,11999.41,9.14,7164.00,6090.00,714.26,1554.60,3.00
1728515323634876215,17131,3932.00,7118.00,755.34,1172.70,11.86,4833.75,8299.75,740.23,285.18,6.36,13014.00,973.00,676.83,9730.25,6.36,10484.50,3503.00,676.83,1351.36,1.86
1728515372862442176,15135,2939.00,5553.00,982.96,1503.20,16.25,3965.50,6523.75,920.92,362.81,4.75,10737.00,766.00,822.98,12359.70,4.75,8746.00,2760.00,822.97,1715.13,4.58
1728515503182437422,16168,717.00,8087.00,841.91,916.66,15.54,1538.25,9443.50,862.44,249.99,5.46,12178.00,118.00,767.79,80012.71,5.46,7474.00,4826.50,767.72,998.84,6.92
1728515532103985592,32134,8143.00,16688.00,336.16,500.20,10.66,8629.75,19480.25,349.37,121.50,8.69,25028.00,3265.00,334.62,2899.70,8.69,20385.00,7908.00,334.62,598.79,4.14
1728515573641657570,17121,3876.00,7126.00,758.71,1171.38,12.14,4725.25,8304.75,745.46,285.01,8.86,12874.00,1005.00,682.10,9420.43,8.86,10443.00,3438.50,682.10,1376.69,6.71
1728515603782724019,17163,934.00,8611.00,776.64,860.88,11.29,1841.75,10327.25,777.98,228.56,8.57,13267.00,100.00,706.33,94415.00,8.57,8316.50,5080.00,705.97,947.30,8.21
1728515631345431342,18125,3978.00,7540.00,724.72,1107.07,15.60,4804.00,8691.75,720.50,272.31,6.53,13277.00,1101.00,658.43,8599.03,6.53,10801.00,3578.00,658.43,1323.05,2.07
1728515657071651004,18146,3896.00,7490.00,733.12,1114.46,14.93,4757.50,8936.00,710.85,264.87,7.80,13424.00,1128.00,650.56,8393.20,7.80,10834.50,3718.50,650.55,1273.03,3.27
1728551405781040631,13115,2189.00,5269.00,1119.09,1584.22,30.90,2933.25,5848.50,1123.88,404.71,18.00,8900.00,712.00,984.87,13297.09,18.00,7142.50,2470.50,984.86,1916.11,18.10
1728551433243998293,16126,3268.00,6623.00,843.84,1260.35,12.15,4261.50,7674.25,814.03,308.42,6.31,11912.00,931.00,737.12,10169.21,6.31,9610.50,3233.50,737.11,1463.98,6.31
1728551461937873487,17145,3339.00,7285.00,785.70,1145.82,33.21,4156.50,8721.50,768.30,271.39,19.43,12462.00,1064.00,699.90,8898.06,19.43,9930.50,3598.00,699.90,1315.68,3.71
1728551490968436409,18138,3668.00,8126.00,707.76,1027.23,28.60,4483.75,9666.75,700.51,244.85,27.40,13533.00,1181.00,643.39,8016.54,27.40,10748.00,3967.00,643.39,1193.29,19.20
1728551516063823639,33124,8293.00,18617.00,310.18,448.37,27.27,8716.75,21462.00,330.72,110.28,31.97,26645.00,3197.00,317.24,2961.38,31.97,18046.00,11796.50,317.24,433.43,13.23
1728551556743636633,18130,3704.00,8015.00,712.29,1041.46,52.33,4699.75,9410.00,705.28,251.53,15.53,13422.00,1190.00,647.93,7955.91,15.53,10717.50,3894.00,647.93,1215.68,5.67
1728551747219566983,13119,2127.00,5045.00,1163.71,1654.57,34.10,2879.25,5589.75,1163.13,423.44,17.30,8767.00,639.00,1006.54,14816.17,17.30,7041.50,2365.50,1006.54,2001.18,22.80
1728551773443377262,19136,4288.00,7752.00,693.30,1076.79,11.81,5218.25,8965.00,686.13,264.01,9.94,13938.00,1091.00,629.91,8677.85,9.94,11198.00,3832.00,629.91,1235.32,2.38
1728551799887317255,18139,4241.00,7628.00,703.28,1094.29,10.73,5105.50,8875.50,696.16,266.68,11.27,13718.00,1087.00,639.48,8709.78,11.27,11098.50,3706.50,639.48,1277.15,3.47
1728551824436304511,18131,4302.00,7505.00,706.92,1112.23,15.27,5164.75,8791.75,698.20,269.22,5.60,13674.00,1082.00,641.61,8750.03,5.60,11083.50,3672.00,641.60,1289.15,3.33
1728551851398887376,19134,3841.00,8548.00,673.71,976.52,51.75,5002.00,10047.75,668.87,235.57,42.69,14080.00,1298.00,615.65,7293.94,42.69,11166.00,4212.50,615.65,1123.88,20.81
1728551876418960544,19137,4038.00,8548.00,663.17,976.52,60.50,5062.75,10084.50,665.35,234.71,36.06,14145.00,1308.00,612.63,7238.17,36.06,11321.00,4132.50,612.62,1145.50,17.50
1728551947610542849,17119,3202.00,7170.00,804.71,1164.20,36.57,4378.00,8358.50,779.14,283.17,28.86,12270.00,1094.00,708.38,8654.05,28.86,9838.50,3529.00,708.38,1341.40,3.29
1728551971363595294,19126,4060.00,8294.00,675.67,1006.42,42.75,5093.75,9743.75,670.55,242.91,20.94,14063.00,1257.00,617.94,7531.85,20.94,11287.50,4033.00,617.94,1173.85,10.69
1728552000399762890,18131,3762.00,7590.00,735.25,1099.77,33.33,4773.00,9014.00,721.30,262.58,29.60,13168.00,1180.00,659.80,8023.33,29.60,10580.00,3768.50,659.83,1256.15,13.80
1728552025196654945,20147,4448.00,9078.00,617.13,919.51,32.24,5224.50,10665.75,625.76,221.92,31.00,15005.00,1352.00,578.81,7002.61,31.00,12036.50,4321.00,578.80,1095.78,8.94
1728552058174176533,18118,3861.00,7179.00,756.03,1162.74,10.33,4829.25,8341.75,741.46,283.74,10.60,12940.00,1060.00,676.20,8931.63,10.60,10491.00,3510.00,676.20,1348.72,4.87
1728552105653331737,16118,3628.00,5986.00,868.15,1394.47,5.00,4683.75,6862.50,831.85,344.90,4.23,11756.00,837.00,751.81,11311.27,4.23,9534.50,3058.50,751.81,1547.74,1.62
1728552132143210744,18121,4530.00,7198.00,711.74,1159.67,5.20,5498.00,8196.50,701.66,288.77,2.27,13688.00,1006.00,644.27,9411.06,2.27,11075.00,3619.50,644.27,1307.85,2.00
1728552160098299570,19130,3857.00,8393.00,681.36,994.55,48.19,4919.75,9987.00,675.23,237.00,32.56,13955.00,1272.00,621.72,7443.03,32.56,11054.50,4175.00,621.72,1133.88,26.00
1728552191752884187,32133,8483.00,17396.00,322.54,479.84,24.55,9051.00,20083.00,342.71,117.86,24.00,25588.00,3240.00,328.40,2922.08,24.00,19298.50,9529.50,328.40,506.85,8.48
1728552234416778401,19152,4281.00,8235.00,666.93,1013.63,24.81,5335.25,9600.00,662.78,246.55,19.62,14260.00,1236.00,610.97,7659.81,19.62,11446.00,4049.50,610.96,1168.97,14.25
1728552274868981432,17117,3829.00,6486.00,809.16,1286.97,8.93,4976.50,7693.50,762.01,307.65,6.43,12688.00,963.00,693.49,9831.29,6.43,10293.50,3358.00,693.49,1409.71,2.00
1728552301445012358,18118,4441.00,6963.00,731.90,1198.81,7.73,5391.25,7977.75,718.67,296.69,2.80,13409.00,978.00,658.06,9680.50,2.80,10872.50,3515.00,658.06,1346.73,0.60
1728552329114648420,18121,3731.00,7569.00,738.63,1102.82,34.93,4809.25,8914.75,725.12,265.51,21.33,13142.00,1144.00,662.67,8275.81,21.33,10526.00,3760.50,662.67,1258.99,10.80
1728554269818192500,14125,2413.00,5664.00,1033.46,1473.74,37.00,3449.25,6629.00,976.59,357.05,16.27,10053.00,844.00,868.74,11217.45,16.27,8093.50,2805.50,868.74,1687.43,15.27
1728554932246346632,14114,2150.00,5187.00,1137.70,1609.27,55.27,3292.00,6122.75,1045.97,386.59,12.36,9528.00,764.00,919.80,12392.06,12.36,7659.00,2634.00,919.80,1797.22,1.27
0,34763,10398.88,10328.88,453.47,119.37,41.54,17818.50,8074.50,419.60,292.34,1.62,23527.00,40.00,400.54,236000.00,1.62,10313.00,13460.00,399.56,700.15,15.33
0,33887,10583.12,10060.38,455.47,120.26,44.17,19205.00,7722.50,424.19,305.61,0.96,23299.00,42.00,404.44,224761.90,0.96,11380.00,12038.00,403.79,783.27,13.79
0,204068,13253.88,8813.00,426.03,138.99,33.65,20492.50,7592.75,395.67,310.88,0.73,25006.00,40.00,376.89,236000.00,0.73,8837.00,16328.00,376.10,577.23,25.35
0,36770,11674.25,10281.88,428.14,118.52,47.35,21173.00,7827.50,397.70,301.67,0.88,24975.00,45.00,377.28,209777.78,0.88,12741.00,12423.00,376.43,758.59,10.77
0,41988,15528.88,6882.12,421.33,178.51,407.46,21354.00,7605.50,399.24,310.43,2.08,24653.00,340.00,377.84,27775.92,2.08,9376.00,17039.00,377.14,553.51,602.85
